Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type,Target
0,0,1,0,0,0,1,0,2,29,247500.0,57.98065669,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
1,1,1,0,0,0,0,1,3,15,112500.0,30.88085313,1.39085676,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
0,0,1,0,0,0,0,0,1,19,202500.0,46.01326516,7.310211709,Commercial associate,Secondary / secondary special,Separated,House / apartment,Sales staff,0
0,0,1,0,0,0,0,2,4,36,202500.0,37.76121344,1.141707222,Commercial associate,Secondary / secondary special,Civil marriage,Co-op apartment,Other,0
0,0,1,0,1,0,1,0,2,29,38250.0,64.00952792,0.0,Pensioner,Higher education,Married,House / apartment,Other,0
0,1,1,0,0,0,0,0,2,4,81000.0,34.53869689,2.308055607,Working,Higher education,Married,House / apartment,Cooking staff,0
0,0,1,0,0,0,1,0,2,9,81000.0,59.68911066,0.0,Pensioner,Lower secondary,Married,House / apartment,Other,0
1,0,1,0,0,0,0,0,1,18,135000.0,23.97858957,0.810420474,State servant,Incomplete higher,Single / not married,House / apartment,High skill tech staff,0
0,1,0,0,0,0,0,1,2,45,175500.0,32.05815314,13.64299062,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,Laborers,1
0,0,0,0,0,0,0,0,1,37,202500.0,46.18301539,11.39243106,Working,Secondary / secondary special,Separated,House / apartment,Laborers,0
1,1,1,0,0,0,0,1,3,9,180000.0,46.04885795,12.05774246,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
0,0,1,0,0,0,1,0,2,21,94500.0,59.87255043,0.0,Pensioner,Lower secondary,Married,House / apartment,Other,0
1,0,1,0,0,0,1,0,2,14,135000.0,57.30986947,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
1,1,1,1,0,0,0,1,3,13,67500.0,41.4957186,4.643490284,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
1,0,1,1,1,0,0,0,2,34,382500.0,27.75142542,1.475731877,Working,Higher education,Married,House / apartment,Laborers,0
0,0,1,0,0,0,1,0,2,33,81000.0,66.16699864,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
0,0,1,0,0,0,0,0,2,31,81000.0,51.54383731,27.97319589,Working,Secondary / secondary special,Civil marriage,House / apartment,Other,0
0,1,0,0,0,0,0,0,2,10,328500.0,34.74677783,5.475814014,Commercial associate,Secondary / secondary special,Married,House / apartment,Realty agents,0
0,0,1,0,0,1,0,1,3,27,180000.0,33.6434013,4.476477956,Working,Higher education,Married,House / apartment,Core staff,0
0,0,0,0,0,0,1,0,1,6,112500.0,57.86566459,0.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,0
1,0,1,0,0,0,0,1,3,49,315000.0,31.21213988,4.142453302,Working,Higher education,Married,House / apartment,Managers,1
0,0,0,1,1,0,0,0,2,26,126000.0,37.3943339,17.47606043,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Sales staff,0
0,0,1,0,1,0,1,0,1,54,135000.0,59.64804205,0.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,0
0,0,0,0,0,0,1,0,2,25,153000.0,63.96024559,0.0,Pensioner,Lower secondary,Married,House / apartment,Other,1
0,0,1,0,1,0,0,1,3,44,117000.0,41.29037557,5.642826341,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,0
0,0,1,1,1,0,0,1,3,57,337500.0,48.56499449,12.895542,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
0,0,0,0,0,0,1,0,2,22,67500.0,58.22980622,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
1,1,1,0,1,0,0,0,2,23,135000.0,47.18782727,7.392348919,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
0,1,1,0,1,1,0,1,3,27,315000.0,31.55164035,4.476477956,Commercial associate,Higher education,Married,House / apartment,Sales staff,0
1,0,1,0,0,0,1,0,2,3,49500.0,60.58714416,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
1,1,1,0,0,0,0,2,4,32,180000.0,43.23155164,5.308801687,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,0
1,1,0,0,1,0,0,0,2,6,135000.0,52.98945221,14.47531435,Working,Higher education,Married,House / apartment,Core staff,0
0,0,0,0,0,0,0,1,3,39,135000.0,39.52990137,0.643408147,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
1,1,1,0,0,0,0,0,2,16,225000.0,45.7559019,6.141125417,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
0,0,0,0,0,0,1,0,2,58,135000.0,56.7759776,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
0,0,1,0,0,0,1,0,1,42,90000.0,67.43191168,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
1,1,1,0,0,0,0,0,1,4,270000.0,47.57387215,3.729029344,Working,Secondary / secondary special,Separated,House / apartment,Laborers,0
0,1,1,1,0,0,0,0,1,33,225000.0,30.67003429,3.477141899,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,0
1,1,1,0,0,0,0,2,4,50,225000.0,35.58457737,14.97361342,Working,Secondary / secondary special,Married,Rented apartment,Other,0
0,0,1,0,0,0,1,0,2,44,67500.0,53.52334408,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
1,0,1,0,0,0,0,0,1,5,112500.0,55.94365387,6.560025189,Working,Secondary / secondary special,Separated,House / apartment,Drivers,0
1,1,1,0,0,0,0,0,2,40,180000.0,58.04910436,4.643490284,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,0
1,0,1,0,0,0,0,0,2,27,135000.0,24.44677167,2.809092589,State servant,Secondary / secondary special,Married,House / apartment,Core staff,0
0,0,1,0,1,0,0,1,3,23,157500.0,42.02687256,3.644154226,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,0
1,0,1,0,0,0,1,0,2,8,135000.0,63.86168094,0.0,Pensioner,Higher education,Married,House / apartment,Other,0
0,0,1,0,0,0,1,0,1,55,76500.0,68.83098216,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
0,0,1,0,0,0,1,0,2,1,81000.0,62.60771953,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
0,1,1,0,0,0,0,0,2,24,180000.0,45.72578492,6.727037516,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
0,0,1,0,0,0,0,0,2,28,180000.0,42.75241791,8.895459866,Working,Secondary / secondary special,Married,House / apartment,Other,0
1,1,1,0,0,0,0,0,2,18,189000.0,44.1542263,9.475896151,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
0,0,1,1,0,0,0,1,3,55,45000.0,42.75515582,2.893967706,Commercial associate,Secondary / secondary special,Married,House / apartment,Cleaning staff,1
0,0,0,0,1,0,0,1,3,21,225000.0,30.88085313,4.895377728,State servant,Higher education,Civil marriage,House / apartment,Medicine staff,0
0,1,1,0,0,1,0,1,3,57,67500.0,32.60573455,9.727783596,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
1,1,0,0,0,0,0,1,3,21,225000.0,28.75349939,5.141789359,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
0,0,1,1,1,0,0,0,2,4,202500.0,52.50484267,1.809756532,Working,Higher education,Married,House / apartment,Other,0
0,0,0,0,0,0,0,0,2,17,135000.0,36.99459948,13.30896596,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
1,1,1,0,0,0,0,2,4,56,135000.0,33.66530456,11.81133083,Working,Secondary / secondary special,Married,House / apartment,Other,1
1,0,1,0,0,0,1,2,4,22,81000.0,66.47090632,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
0,0,1,0,0,1,0,0,2,6,135000.0,46.3007454,11.6443185,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
1,1,1,0,0,0,0,0,2,58,900000.0,50.20500079,5.056914242,Working,Secondary / secondary special,Married,House / apartment,Managers,1
1,0,1,0,0,0,0,0,2,21,90000.0,48.64986961,2.390192817,Working,Secondary / secondary special,Married,House / apartment,Other,1
1,0,1,1,0,0,0,0,1,58,180000.0,29.59403684,6.390274954,Working,Secondary / secondary special,Single / not married,House / apartment,Other,0
0,0,1,1,1,0,0,0,2,13,90000.0,45.81066004,8.391684976,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
0,0,1,0,1,0,1,0,2,31,67500.0,59.11688809,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
1,1,1,0,0,0,0,0,1,52,135000.0,24.84650609,2.308055607,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Drivers,0
0,0,1,1,0,0,0,2,4,55,157500.0,46.55537075,3.058242127,Commercial associate,Secondary / secondary special,Married,House / apartment,Private service staff,0
0,0,1,0,1,0,1,0,2,42,81000.0,58.54466553,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
1,0,1,0,0,0,1,0,2,5,83250.0,57.19213947,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
1,1,1,0,0,0,0,2,4,7,157500.0,37.06030925,5.727701459,Commercial associate,Higher education,Married,House / apartment,Core staff,0
0,0,1,0,0,0,0,0,1,49,99000.0,59.3523481,3.392266782,Commercial associate,Secondary / secondary special,Widow,House / apartment,Security staff,1
0,0,1,0,1,0,0,0,2,11,135000.0,54.14758688,15.05848854,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,0
0,0,1,0,0,0,1,0,2,15,112500.0,59.25378345,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
0,1,1,0,1,0,0,1,3,42,225000.0,45.18367934,7.310211709,Commercial associate,Higher education,Married,House / apartment,Managers,0
1,0,1,0,0,0,0,3,5,26,157500.0,38.98231997,10.72711965,Working,Higher education,Married,House / apartment,Laborers,0
0,0,1,0,1,0,1,0,2,56,108000.0,63.09232907,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,1
0,0,1,1,1,0,0,0,1,17,180000.0,62.23262627,36.7290225,Working,Higher education,Single / not married,House / apartment,Sales staff,0
0,0,1,0,0,0,0,0,2,1,180000.0,56.29136806,1.809756532,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
0,1,1,0,0,0,1,0,1,4,315000.0,57.52890203,0.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,0
0,0,0,0,0,1,0,0,2,44,135000.0,56.74312272,5.056914242,Commercial associate,Secondary / secondary special,Married,House / apartment,Secretaries,0
0,0,1,1,1,0,0,1,3,23,119250.0,43.61759653,12.05774246,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
0,0,1,0,0,0,0,0,2,34,112500.0,49.8572866,17.05716065,Working,Secondary / secondary special,Married,House / apartment,Other,0
1,1,1,1,1,1,0,0,2,54,83250.0,56.37898109,17.05716065,Working,Secondary / secondary special,Married,House / apartment,Other,0
0,0,1,0,0,0,0,1,3,12,112500.0,31.40926918,2.809092589,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
0,0,0,0,0,0,0,1,2,7,63000.0,46.04338214,12.64365456,Working,Secondary / secondary special,Single / not married,Municipal apartment,Cleaning staff,0
0,0,1,0,0,0,0,0,1,27,207000.0,54.41863967,16.0578246,State servant,Secondary / secondary special,Widow,House / apartment,Medicine staff,0
1,1,1,0,1,0,0,1,3,49,112500.0,43.86948397,2.642080262,Working,Higher education,Married,House / apartment,Drivers,0
1,1,1,0,0,0,0,0,2,29,180000.0,42.48136512,3.562017016,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
0,0,1,0,0,0,0,0,2,3,274500.0,56.01483946,18.97369556,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
0,0,1,0,0,0,0,0,1,37,202500.0,38.11166554,2.475067934,Working,Secondary / secondary special,Separated,House / apartment,Core staff,0
0,0,1,0,0,0,1,0,2,30,81000.0,59.87528834,0.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,Other,0
0,0,1,1,1,0,0,0,2,32,90000.0,43.65592723,10.05633244,State servant,Secondary / secondary special,Civil marriage,House / apartment,Core staff,0
1,1,1,0,0,0,0,0,2,40,90900.0,59.41258205,6.642162399,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
0,0,0,0,0,0,0,0,1,15,202500.0,33.55852618,5.390938897,Commercial associate,Higher education,Single / not married,House / apartment,Managers,0
0,0,1,0,0,0,0,1,3,3,180000.0,48.42262333,23.97311375,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
0,0,1,0,0,0,0,0,1,25,202500.0,48.6854624,27.31062239,Working,Secondary / secondary special,Widow,House / apartment,Core staff,0
1,1,1,0,1,0,0,3,5,31,270000.0,33.73922805,3.058242127,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
0,1,1,0,0,0,1,0,1,10,180000.0,58.82393205,0.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,0
0,0,1,0,0,0,1,0,2,47,202500.0,61.67683115,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
0,0,1,0,1,0,1,0,1,11,180000.0,62.9882886,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
1,0,0,0,0,0,0,0,1,49,202500.0,39.32729625,17.39118531,Working,Secondary / secondary special,Separated,House / apartment,Laborers,0
1,0,1,0,0,0,1,0,2,34,135000.0,63.12244605,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
0,1,1,0,0,0,0,0,2,2,225000.0,47.18782727,1.141707222,Commercial associate,Higher education,Married,House / apartment,Laborers,0
0,0,1,0,0,0,0,0,2,2,135000.0,55.6424841,4.728365401,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,0
1,1,1,0,0,0,1,1,3,43,360000.0,54.29817176,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
0,0,0,0,0,0,0,0,2,36,135000.0,34.29228526,0.391520702,Working,Secondary / secondary special,Married,House / apartment,Other,0
1,1,1,0,0,0,0,0,2,38,202500.0,48.14609472,0.643408147,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,0
0,0,1,0,0,0,0,2,4,55,157500.0,29.58582312,1.971293045,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0
0,0,0,0,1,0,0,2,4,14,180000.0,37.79133042,8.895459866,Commercial associate,Incomplete higher,Married,House / apartment,Sales staff,1
0,0,1,1,1,1,0,0,1,23,270000.0,36.33202598,0.643408147,Commercial associate,Secondary / secondary special,Widow,House / apartment,Core staff,0
1,0,1,1,0,0,0,1,3,46,157500.0,33.59959479,6.056250299,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
1,1,0,0,0,0,0,2,4,45,225000.0,40.45531394,6.056250299,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
0,0,0,0,0,0,0,0,1,24,225000.0,28.00605077,3.310129571,Commercial associate,Incomplete higher,Single / not married,House / apartment,Accountants,0
1,0,1,1,1,0,0,2,4,43,99000.0,38.94946508,2.809092589,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
0,0,1,0,0,0,0,0,2,25,90000.0,44.55669863,4.142453302,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,0
0,1,1,0,0,0,0,0,2,43,117000.0,32.13207663,4.972039125,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,0
1,1,1,0,1,0,0,0,2,11,225000.0,56.57337249,10.64224454,Commercial associate,Higher education,Married,House / apartment,Managers,0
0,0,1,1,1,0,0,1,3,17,67500.0,30.34696127,2.97336701,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0
1,1,1,0,1,0,0,0,2,18,279000.0,56.52682807,11.0584064,Commercial associate,Higher education,Married,House / apartment,Laborers,0
0,0,1,0,0,0,0,0,1,39,135000.0,41.16716976,9.141871496,Working,Secondary / secondary special,Single / not married,House / apartment,Other,0
0,0,1,1,1,0,0,0,2,30,117000.0,33.36139688,12.895542,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Private service staff,0
0,0,1,0,1,0,0,0,2,26,180000.0,48.55130495,15.39251319,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
0,1,1,0,1,0,1,0,2,37,175500.0,60.44477299,0.0,Pensioner,Higher education,Married,House / apartment,Other,1
1,1,1,0,0,0,1,0,2,35,112500.0,64.0423828,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
1,1,0,0,1,0,0,1,3,55,495000.0,28.0936638,0.643408147,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
0,0,0,0,0,0,0,0,1,7,90000.0,25.07375237,4.561353074,Working,Secondary / secondary special,Single / not married,With parents,Other,0
0,1,1,0,0,1,0,0,2,53,216000.0,41.81879162,3.896041671,Working,Higher education,Civil marriage,House / apartment,Accountants,0
0,0,1,1,1,0,0,0,2,52,90000.0,51.95178546,2.056168162,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
1,1,0,0,0,0,0,0,2,36,157500.0,31.35998686,4.391602839,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,0
0,1,1,0,0,0,1,0,1,53,135000.0,62.94722,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
0,0,1,0,1,0,1,0,2,2,90000.0,59.97111508,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
0,0,1,0,1,0,1,0,2,16,211500.0,60.50500695,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
1,0,1,0,0,0,1,0,2,41,99000.0,67.74129517,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
1,1,0,0,0,0,0,0,2,57,270000.0,35.94324319,3.811166554,Commercial associate,Higher education,Married,House / apartment,Laborers,0
0,0,1,0,0,0,0,0,2,22,157500.0,48.73474472,2.97336701,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,0
1,0,1,0,0,0,0,0,2,48,202500.0,52.24474151,1.032190942,Commercial associate,Higher education,Married,With parents,IT staff,0
0,0,1,0,0,0,0,1,2,56,202500.0,38.21023019,14.86409714,Working,Secondary / secondary special,Separated,House / apartment,Laborers,0
0,1,1,0,0,0,0,0,2,20,405000.0,54.03533269,0.533891866,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,0
1,1,0,0,0,0,0,0,2,45,180000.0,51.74096662,3.619513063,Commercial associate,Higher education,Married,House / apartment,Other,0
0,1,1,1,1,0,0,1,3,48,225000.0,46.54989493,2.198539327,Commercial associate,Higher education,Married,House / apartment,Managers,1
1,1,1,1,1,0,0,0,2,45,135000.0,41.59154534,4.785861448,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Core staff,0
0,0,0,0,1,0,0,0,2,21,112500.0,46.16111214,1.946651882,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
0,1,1,0,0,0,0,0,2,1,180000.0,61.27162091,8.701068468,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
0,0,0,0,0,0,0,1,3,2,216000.0,35.13556062,11.28291478,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
1,1,1,0,0,0,0,1,3,16,247500.0,35.33542783,12.53413828,State servant,Higher education,Married,House / apartment,Core staff,0
0,1,1,0,0,0,0,0,2,51,292500.0,39.66405881,6.948807984,Working,Incomplete higher,Married,House / apartment,Core staff,0
0,0,1,0,0,0,0,1,2,12,135000.0,31.43117244,4.618849121,State servant,Secondary / secondary special,Separated,House / apartment,Other,0
0,0,1,0,1,0,0,0,2,38,112500.0,46.60465307,28.3674545,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
0,0,1,0,1,0,0,0,2,41,540000.0,51.92166848,3.948061904,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,1
1,0,0,0,0,0,0,1,3,60,112500.0,38.03500414,5.281422616,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
0,0,1,0,0,0,0,0,1,6,135000.0,53.82451385,6.113746347,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,0
0,0,1,0,0,0,0,0,2,15,112500.0,54.7827813,17.86210531,State servant,Secondary / secondary special,Married,House / apartment,Other,0
0,1,0,0,1,0,0,0,2,29,315000.0,54.21329665,2.948725847,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Core staff,0
1,1,1,0,0,0,0,1,3,8,220500.0,39.61477648,0.366879539,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,0
0,1,1,0,0,0,0,0,2,16,180000.0,40.11855137,6.280758674,State servant,Higher education,Married,House / apartment,High skill tech staff,0
0,0,1,1,0,0,0,0,1,53,292500.0,53.98605036,2.532563981,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,0
0,1,1,0,0,0,0,0,2,6,90000.0,47.10842796,4.451836793,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
0,0,1,0,1,0,0,1,3,35,121500.0,47.3575775,9.533392198,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
1,0,1,0,0,0,0,1,3,4,144000.0,37.67633832,7.6195952,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
1,1,1,0,1,0,0,0,2,23,405000.0,55.94639178,7.367707756,Working,Higher education,Married,House / apartment,Laborers,0
1,0,1,1,1,0,0,0,1,16,49500.0,33.09308199,9.533392198,Working,Secondary / secondary special,Single / not married,House / apartment,Security staff,0
1,0,1,1,1,0,0,2,4,49,180000.0,38.57984764,2.699576309,Working,Secondary / secondary special,Civil marriage,House / apartment,Core staff,0
0,0,0,0,0,0,0,1,2,16,135000.0,38.97410624,3.255371431,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
0,1,1,0,0,0,0,0,2,21,450000.0,54.0380706,14.67244365,State servant,Higher education,Married,House / apartment,Other,0
0,0,1,0,1,0,0,0,2,46,112500.0,49.77241148,7.59221613,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
0,0,1,1,0,0,0,0,1,32,180000.0,51.86964825,4.591470051,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Managers,0
0,0,1,0,1,0,1,0,2,38,360000.0,62.93079256,0.0,Pensioner,Higher education,Married,House / apartment,Other,0
0,0,0,0,0,0,1,0,2,34,135000.0,58.4953832,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
0,0,1,1,1,0,0,0,1,41,189000.0,46.91403656,0.254625352,Working,Secondary / secondary special,Separated,House / apartment,Other,0
0,0,1,0,0,0,0,2,4,48,85500.0,33.2929492,1.253961409,Working,Higher education,Married,House / apartment,Other,0
0,0,0,0,0,0,1,1,3,55,90000.0,50.12833939,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,1
0,0,1,0,0,0,0,0,2,13,225000.0,26.96838402,0.673525124,Commercial associate,Higher education,Married,House / apartment,Other,0
0,0,1,0,1,0,1,0,2,38,99000.0,62.03275906,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
0,0,1,1,1,0,0,2,4,16,184500.0,27.13813425,4.673607261,Working,Secondary / secondary special,Married,House / apartment,Sales staff,1
1,1,0,0,0,0,0,1,3,19,225000.0,44.28017002,7.835889854,Working,Secondary / secondary special,Civil marriage,House / apartment,Managers,0
1,1,1,0,0,0,0,1,3,7,225000.0,47.63410611,1.253961409,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
0,0,1,0,0,0,0,0,2,35,157500.0,32.68239594,5.171906336,Commercial associate,Higher education,Married,Rented apartment,Cooking staff,1
0,0,1,0,0,0,0,2,3,15,135000.0,40.72362882,6.590142166,Working,Secondary / secondary special,Separated,House / apartment,Core staff,1
1,1,1,0,0,0,0,1,3,28,157500.0,24.82186493,6.590142166,Commercial associate,Secondary / secondary special,Married,House / apartment,Cooking staff,0
0,0,1,0,1,0,0,0,2,52,90000.0,39.91594625,0.506512796,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
1,1,1,0,0,0,0,1,3,15,148500.0,40.96456464,14.17140667,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
1,1,1,0,0,0,0,0,2,14,292500.0,45.37533283,4.424457723,Working,Higher education,Civil marriage,House / apartment,Managers,0
0,0,1,0,0,0,1,0,2,15,202500.0,60.02039741,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
1,1,1,0,0,0,1,0,2,14,202500.0,64.71317002,0.0,Pensioner,Higher education,Married,House / apartment,Other,1
0,0,1,0,0,0,1,0,2,2,189000.0,63.20732116,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
1,1,1,0,0,0,0,1,3,40,270000.0,41.52583557,5.919354949,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,0
1,1,1,1,1,0,0,2,4,23,225000.0,26.7247103,2.338172584,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
1,0,1,0,0,0,0,0,2,42,360000.0,57.86566459,7.835889854,Commercial associate,Higher education,Married,House / apartment,Laborers,1
0,0,1,0,0,0,0,1,3,9,157500.0,30.38802987,5.505930991,Working,Higher education,Married,House / apartment,Sales staff,0
1,1,1,0,0,0,0,0,2,56,112500.0,57.96149134,3.507258876,Working,Higher education,Married,House / apartment,Other,0
1,1,1,0,0,0,0,0,2,52,315000.0,29.6980773,7.425203803,Working,Higher education,Married,House / apartment,Laborers,0
0,1,1,0,0,0,1,0,2,2,112500.0,56.98953435,0.0,Pensioner,Higher education,Married,House / apartment,Other,0
0,1,1,0,0,0,0,0,1,10,180000.0,37.68728995,15.50750529,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Drivers,0
0,1,1,1,0,0,0,0,2,39,202500.0,50.86757428,5.505930991,Working,Higher education,Married,House / apartment,Other,0
0,0,1,0,0,0,1,0,1,19,135000.0,64.6666256,0.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,0
0,0,1,0,0,0,0,2,4,38,112500.0,40.00629719,1.086949082,Working,Secondary / secondary special,Married,With parents,Core staff,0
0,0,0,0,0,0,0,0,2,6,135000.0,42.32530442,1.757736298,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
1,0,0,1,0,0,0,1,3,11,135000.0,31.98149175,3.507258876,Working,Secondary / secondary special,Married,Municipal apartment,Laborers,0
0,1,1,0,0,0,0,1,3,58,144000.0,35.32721411,8.005640088,Working,Higher education,Married,House / apartment,Accountants,0
0,0,1,0,1,0,0,1,3,25,108000.0,35.62564597,3.674271203,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
0,0,0,0,0,0,0,3,5,7,135000.0,30.06221894,7.920764971,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,0
0,1,1,0,0,0,0,1,2,49,108000.0,40.51554789,17.33916508,Working,Higher education,Separated,House / apartment,Other,0
1,1,1,0,0,0,0,0,2,58,270000.0,39.19313881,11.34041082,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
1,1,1,0,1,0,0,0,2,39,292500.0,26.79315797,7.006304031,Commercial associate,Secondary / secondary special,Married,With parents,Laborers,0
0,0,1,0,0,0,0,0,2,30,180000.0,43.74080234,2.338172584,Working,Higher education,Married,House / apartment,Laborers,0
0,1,1,0,0,0,1,0,1,29,157500.0,55.94091597,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
0,0,1,0,0,0,0,2,3,19,112500.0,39.29170346,9.834561969,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,0
0,0,1,0,0,0,1,0,1,44,157500.0,51.65061569,0.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,0
0,1,0,1,0,0,0,0,1,33,126000.0,32.79465013,14.25354388,State servant,Incomplete higher,Single / not married,House / apartment,Core staff,0
